priority_rank,priority_tier,spatial_unit_id,location_name,location_type,police_station_mode,unit_latitude,unit_longitude,final_priority_score,score_ml,score_recent30,score_priority,daily_impact_signal_roll_sum_7d,daily_impact_signal_roll_sum_30d,recent_persistence_30d,high_obstruction_share_30d,hist_total_events,hist_confidence_score,recommended_action,recommended_time_window,priority_reason
839,Watchlist,h3_8960145850bffff,h3_8960145850bffff,H3/grid hotspot cell,Jnanabharathi,12.974763,77.5094595,0.3868055555555555,0.6288949087474729,1.0,0.22824921042652016,0.0,1.0,0.03333333333333333,0.0,15.0,0.28289954338090983,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
840,Watchlist,h3_8961892edd7ffff,h3_8961892edd7ffff,H3/grid hotspot cell,Jeevanbheemanagar,12.96786235,77.63664965000001,0.3860380116959064,0.3325464172059837,19.325,4.752106079955199,0.0,19.325,0.03333333333333333,0.14285714285714285,18.0,0.28999125874125875,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
841,Watchlist,h3_8961892441bffff,h3_8961892441bffff,H3/grid hotspot cell,Electronic City,12.875220899999999,77.6492488,0.3858735380116959,0.506618535686181,2.3100000000000005,1.5068144315503131,2.3100000000000005,2.3100000000000005,0.03333333333333333,0.0,16.0,0.28321433387295125,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
842,Watchlist,h3_89618921957ffff,h3_89618921957ffff,H3/grid hotspot cell,Mahadevapura,12.98808,77.7339874,0.384046052631579,0.46259405819616295,3.5,2.182875171439333,3.5,3.5,0.03333333333333333,0.0,9.0,0.22690876146473077,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
843,Watchlist,h3_89618925dd7ffff,h3_89618925dd7ffff,H3/grid hotspot cell,Mico Layout,12.91368,77.6059625,0.3836074561403509,0.6076067780477385,0.525,0.350248320200681,0.525,0.525,0.03333333333333333,0.0,21.0,0.3124058836559477,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
844,Watchlist,h3_89601696003ffff,h3_89601696003ffff,H3/grid hotspot cell,Yelahanka,13.0991479,77.5765399,0.38263888888888886,0.549094163151467,1.4,0.940697509752407,1.4,1.4,0.03333333333333333,0.0,22.0,0.3218231987153262,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
845,Watchlist,h3_8960145964bffff,h3_8960145964bffff,H3/grid hotspot cell,Kodigehalli,13.0636079,77.5719658,0.3821637426900585,0.478814957486173,4.6805,1.0764133353534466,0.0,4.6805,0.06666666666666667,0.0,14.0,0.27176928537621864,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
846,Watchlist,h3_896189253d7ffff,h3_896189253d7ffff,H3/grid hotspot cell,Jeevanbheemanagar,12.9525667,77.652485,0.38135964912280695,0.4088882955567019,4.95,3.104172465569084,2.2,4.95,0.06666666666666667,1.0,14.0,0.2665245301314634,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
847,Watchlist,h3_8960169050fffff,h3_8960169050fffff,H3/grid hotspot cell,Chikkajala,13.1840117,77.6879159,0.3812317251461988,0.45543620246552724,5.5,1.3292436770150122,0.0,5.5,0.06666666666666667,0.0,29.0,0.3364829597134601,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
848,Watchlist,h3_8960145a3afffff,h3_8960145a3afffff,H3/grid hotspot cell,Byatarayanapura,12.95118315,77.52152415,0.38035453216374265,0.5392319663124301,2.079,0.7573727964543422,0.0,2.079,0.03333333333333333,1.0,38.0,0.36504610544718674,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
849,Watchlist,h3_896014585a3ffff,h3_896014585a3ffff,H3/grid hotspot cell,Jnanabharathi,12.9644733,77.5048092,0.3786549707602339,0.4281560729325095,6.1,1.7749602305634211,1.05,6.1,0.1,0.0,6.0,0.19995621282861104,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
850,Watchlist,h3_89618925cd3ffff,h3_89618925cd3ffff,H3/grid hotspot cell,Adugodi,12.9243145,77.62875366,0.3781798245614035,0.5028561384126942,2.13675,1.3502064903846156,2.13675,2.13675,0.06666666666666667,0.0,8.0,0.22302697302697305,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
851,Watchlist,h3_8961892ebc7ffff,h3_8961892ebc7ffff,H3/grid hotspot cell,Pulikeshinagar(F.Town),13.0070433,77.62149665,0.37777777777777777,0.2543842861557128,44.150000000000006,10.794640021317402,0.0,44.150000000000006,0.06666666666666667,0.0,37.0,0.35206935150705143,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
852,Watchlist,h3_896189264cbffff,h3_896189264cbffff,H3/grid hotspot cell,Electronic City,12.8230726,77.685554,0.37726608187134497,0.46269618705378984,2.8,1.8671893651243587,2.8,2.8,0.03333333333333333,0.0,23.0,0.31184264528643485,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
853,Watchlist,h3_8960145a143ffff,h3_8960145a143ffff,H3/grid hotspot cell,Byatarayanapura,12.941734,77.5250321,0.37675438596491223,0.38513373473833323,9.350000000000001,2.1169167513016918,0.0,9.350000000000001,0.1,0.0,9.0,0.23215351670948603,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
854,Watchlist,h3_8960145987bffff,h3_8960145987bffff,H3/grid hotspot cell,No Police Station,13.0534068,77.4851166,0.37626096491228067,0.4573722783419428,4.5,1.4257323582947028,0.0,4.5,0.03333333333333333,1.0,5.0,0.18718281200703862,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
855,Watchlist,h3_8961892185bffff,h3_8961892185bffff,H3/grid hotspot cell,Mahadevapura,13.0021608,77.7572126,0.3742690058479532,0.33550438846559283,14.780000000000001,3.653601196098709,0.0,14.780000000000001,0.06666666666666667,0.0,36.0,0.36699906939831833,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
856,Watchlist,h3_89618927387ffff,h3_89618927387ffff,H3/grid hotspot cell,Bellandur,12.8952297,77.6757718,0.37357456140350875,0.2968850849418151,23.65,6.088314254862768,0.0,23.65,0.13333333333333333,0.0,45.0,0.3791107493648675,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
857,Watchlist,h3_8961892ea4fffff,h3_8961892ea4fffff,H3/grid hotspot cell,Banaswadi,13.02509095,77.63983915,0.37339181286549705,0.5126282773794135,2.52,0.5597234265734267,0.0,2.52,0.06666666666666667,0.0,8.0,0.22827172827172829,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
858,Watchlist,h3_8960145b0a3ffff,h3_8960145b0a3ffff,H3/grid hotspot cell,Sheshadripuram,12.9855131,77.5680186,0.371125730994152,0.39117573194491834,6.6000000000000005,2.1746235092357113,0.0,6.6000000000000005,0.06666666666666667,1.0,7.0,0.21470381747561007,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
859,Watchlist,h3_8961892e0dbffff,h3_8961892e0dbffff,H3/grid hotspot cell,Mahadevapura,12.99369905,77.703365,0.3708333333333333,0.43761232161689884,2.64,2.500653791872961,2.64,2.64,0.03333333333333333,1.0,10.0,0.24225225627072103,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
860,Watchlist,h3_8961892cb83ffff,h3_8961892cb83ffff,H3/grid hotspot cell,Kodigehalli,13.0538549,77.59276495,0.37055921052631574,0.46837184135328425,3.8500000000000005,0.9979227915424314,0.0,3.8500000000000005,0.03333333333333333,0.0,106.0,0.45686590206626426,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
861,Watchlist,h3_896014596d7ffff,h3_896014596d7ffff,H3/grid hotspot cell,Kodigehalli,13.0504054,77.575032,0.36979166666666663,0.5535165138138098,1.375,0.31888234890435435,0.0,1.375,0.03333333333333333,0.0,19.0,0.3035003404223131,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
862,Watchlist,h3_89601459173ffff,h3_89601459173ffff,H3/grid hotspot cell,Chikkabanavara,13.0454362,77.5218089,0.3684576023391813,0.5456742225697431,1.5250000000000004,0.3542683930025982,0.0,1.5250000000000004,0.06666666666666667,0.0,15.0,0.28464779512916155,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
863,Watchlist,h3_8961892e87bffff,h3_8961892e87bffff,H3/grid hotspot cell,Banaswadi,13.0019642,77.6326393,0.3680921052631579,0.42293971459536683,5.339999999999996,1.4973786685778778,0.0,5.339999999999996,0.06666666666666667,0.25,43.0,0.37834956864093017,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
864,Watchlist,h3_8961892ed27ffff,h3_8961892ed27ffff,H3/grid hotspot cell,Halasur,12.9709807,77.6180189,0.36756213450292397,0.5174313379570816,2.1,0.47099011759671494,0.0,2.1,0.03333333333333333,0.0,12.0,0.26059583164058864,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
865,Watchlist,h3_896016976a7ffff,h3_896016976a7ffff,H3/grid hotspot cell,Chikkajala,13.15009925,77.61962600000001,0.36513157894736836,0.3598144162052772,7.700000000000001,2.6364474916365546,0.0,7.700000000000001,0.1,1.0,10.0,0.24225225627072103,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
866,Watchlist,h3_896189218cfffff,h3_896189218cfffff,H3/grid hotspot cell,Mahadevapura,12.9943904,77.7577437,0.3645833333333333,0.4881277606489535,2.17,0.8720050003099692,0.85,2.17,0.06666666666666667,0.0,15.0,0.2863960468774133,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
867,Watchlist,h3_8961892424fffff,h3_8961892424fffff,H3/grid hotspot cell,Madiwala,12.9207104,77.6383196,0.36416301169590637,0.38003089003645874,7.5,1.7451330471677553,0.0,7.5,0.06666666666666667,0.0,17.0,0.28673404399465824,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
868,Watchlist,h3_89601458603ffff,h3_89601458603ffff,H3/grid hotspot cell,Vijayanagara,13.00071998,77.5359233,0.36388888888888893,0.42320086358722,3.6987500000000004,1.924236969109885,2.5987500000000003,3.6987500000000004,0.06666666666666667,0.0,11.0,0.24820431257043468,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
869,Watchlist,junction_BTP143 - ASC Junction,BTP143 - ASC Junction,Named junction,Halasur,12.9694602,77.6197097,0.36381578947368415,0.6742806242297996,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.30455542902810884,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
870,Watchlist,h3_896016901c3ffff,h3_896016901c3ffff,H3/grid hotspot cell,Devanahalli Airport,13.1946611,77.6818668,0.3630847953216374,0.4725365525437224,3.25,0.7495881492767927,0.0,3.25,0.1,0.0,11.0,0.25519731956344166,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
871,Watchlist,h3_8961892c3c7ffff,h3_8961892c3c7ffff,H3/grid hotspot cell,Hennuru,13.0604691,77.6520719,0.362719298245614,0.4062338353016192,4.95,1.6323322907552433,0.0,4.95,0.03333333333333333,1.0,9.0,0.23565002020598952,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
872,Watchlist,h3_8961892cd23ffff,h3_8961892cd23ffff,H3/grid hotspot cell,R.T. Nagar,13.0232551,77.5926752,0.3617690058479532,0.6606752106299705,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.4524286554286032,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
873,Watchlist,h3_8960145b44bffff,h3_8960145b44bffff,H3/grid hotspot cell,High ground,12.9892848,77.5942531,0.3610014619883041,0.5249072981111038,1.55,0.3547138038153004,0.0,1.55,0.06666666666666667,0.0,13.0,0.26551676699378773,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
874,Watchlist,h3_89618925eabffff,h3_89618925eabffff,H3/grid hotspot cell,Adugodi,12.9441888,77.62068345,0.3606359649122807,0.5222034419013772,1.0,0.6473714147049391,1.0,1.0,0.03333333333333333,0.0,14.0,0.2735175371244704,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
875,Watchlist,h3_89601459667ffff,h3_89601459667ffff,H3/grid hotspot cell,Jalahalli,13.058436,77.559128,0.3593567251461988,0.3786319848077169,5.2125,2.502607102711466,3.4125,5.2125,0.06666666666666667,0.0,6.0,0.19820796108035926,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
876,Watchlist,h3_8961892c927ffff,h3_8961892c927ffff,H3/grid hotspot cell,Kodigehalli,13.03616065,77.57166655,0.35862573099415207,0.37148300955173463,7.700000000000001,1.7005288461538464,0.0,7.700000000000001,0.06666666666666667,0.0,8.0,0.2212787212787213,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
877,Watchlist,h3_8961892e677ffff,h3_8961892e677ffff,H3/grid hotspot cell,K.R. Pura,13.0044693,77.7099825,0.3584795321637426,0.5104340419110922,1.6500000000000001,0.36596394230769236,0.0,1.6500000000000001,0.06666666666666667,0.0,8.0,0.22652347652347654,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
878,Watchlist,h3_89601458127ffff,h3_89601458127ffff,H3/grid hotspot cell,Kamakshipalya,12.985237,77.4809141,0.3572733918128655,0.3392328500880855,6.6000000000000005,4.051869769169134,6.6000000000000005,6.6000000000000005,0.03333333333333333,0.0,7.0,0.20771081048260306,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
879,Watchlist,h3_8960145b613ffff,h3_8960145b613ffff,H3/grid hotspot cell,R.T. Nagar,12.9995404,77.5970193,0.3566520467836257,0.47046147276487715,2.64,0.643662549745909,0.0,2.64,0.03333333333333333,0.0,45.0,0.37036949062360874,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
880,Watchlist,h3_8961892e92fffff,h3_8961892e92fffff,H3/grid hotspot cell,Shivajinagar,12.9878383,77.6019613,0.356469298245614,0.5550019050356731,0.5,0.1198552836052836,0.0,0.5,0.03333333333333333,0.0,32.0,0.3473193473193474,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
881,Watchlist,h3_8961892dd43ffff,h3_8961892dd43ffff,H3/grid hotspot cell,Hennuru,13.083959199999999,77.63460845,0.35634137426900586,0.3806058875751422,3.3000000000000003,3.1136034018048604,3.3000000000000003,3.3000000000000003,0.03333333333333333,1.0,9.0,0.23739827195424126,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
882,Watchlist,h3_896189255abffff,h3_896189255abffff,H3/grid hotspot cell,HSR Layout,12.91402385,77.6517488,0.3559576023391813,0.5033854865007963,1.1,0.7058607332949266,1.1,1.1,0.03333333333333333,0.0,12.0,0.26234408338884035,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
883,Watchlist,h3_8961892e44bffff,h3_8961892e44bffff,H3/grid hotspot cell,Mahadevapura,12.9893339,77.7124266,0.3547697368421052,0.5315770356658147,0.55,0.3741471428711703,0.55,0.55,0.03333333333333333,0.0,29.0,0.33823121146171187,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
884,Watchlist,h3_8960145b6afffff,h3_8960145b6afffff,H3/grid hotspot cell,High ground,12.9949154,77.5897234,0.35447733918128654,0.4839670292836488,1.2,0.8772107302449665,1.2,1.2,0.03333333333333333,0.0,77.0,0.43805037745076486,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
885,Watchlist,h3_8961892eeb3ffff,h3_8961892eeb3ffff,H3/grid hotspot cell,Banaswadi,12.99160365,77.6522082,0.35405701754385965,0.38118639054318026,5.75,1.5140089286831437,0.0,5.75,0.03333333333333333,0.0,140.0,0.47993948837778083,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
886,Watchlist,h3_8960145b0b7ffff,h3_8960145b0b7ffff,H3/grid hotspot cell,Sheshadripuram,12.9829938,77.5681144,0.35310672514619884,0.46243698469671113,2.7,0.6180471034395143,0.0,2.7,0.1,0.0,10.0,0.24574875976722452,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
887,Watchlist,h3_89601459eafffff,h3_89601459eafffff,H3/grid hotspot cell,Peenya,13.04710295,77.50096465,0.3530701754385964,0.6341132168009234,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.46692554285097476,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
888,Watchlist,h3_8961892ed4bffff,h3_8961892ed4bffff,H3/grid hotspot cell,Jeevanbheemanagar,12.981757250000001,77.633825,0.35274122807017544,0.33239540699716513,6.6000000000000005,4.008256940193837,6.6000000000000005,6.6000000000000005,0.03333333333333333,0.0,6.0,0.19471145758385577,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
889,Watchlist,h3_8960145934fffff,h3_8960145934fffff,H3/grid hotspot cell,Jalahalli,13.0695542,77.529885,0.3523391812865497,0.3320538896979212,10.34,2.4408827536656443,0.0,10.34,0.06666666666666667,0.0,21.0,0.30541287666294065,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
